TRAMO_ID,CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
FUENGIROLA_0600_0630,54516,FUENGIROLA,MÁLAGA,06:00 - 06:30,27,15
FUENGIROLA_0630_0700,54516,FUENGIROLA,MÁLAGA,06:30 - 07:00,67,20
FUENGIROLA_0700_0730,54516,FUENGIROLA,MÁLAGA,07:00 - 07:30,60,28
FUENGIROLA_0730_0800,54516,FUENGIROLA,MÁLAGA,07:30 - 08:00,75,80
FUENGIROLA_0800_0830,54516,FUENGIROLA,MÁLAGA,08:00 - 08:30,167,69
FUENGIROLA_0830_0900,54516,FUENGIROLA,MÁLAGA,08:30 - 09:00,70,123
FUENGIROLA_0900_0930,54516,FUENGIROLA,MÁLAGA,09:00 - 09:30,159,58
FUENGIROLA_0930_1000,54516,FUENGIROLA,MÁLAGA,09:30 - 10:00,61,161
FUENGIROLA_1000_1030,54516,FUENGIROLA,MÁLAGA,10:00 - 10:30,135,118
FUENGIROLA_1030_1100,54516,FUENGIROLA,MÁLAGA,10:30 - 11:00,72,91
FUENGIROLA_1100_1130,54516,FUENGIROLA,MÁLAGA,11:00 - 11:30,159,212
FUENGIROLA_1130_1200,54516,FUENGIROLA,MÁLAGA,11:30 - 12:00,61,130
FUENGIROLA_1200_1230,54516,FUENGIROLA,MÁLAGA,12:00 - 12:30,171,57
FUENGIROLA_1230_1300,54516,FUENGIROLA,MÁLAGA,12:30 - 13:00,72,110
FUENGIROLA_1300_1330,54516,FUENGIROLA,MÁLAGA,13:00 - 13:30,120,58
FUENGIROLA_1330_1400,54516,FUENGIROLA,MÁLAGA,13:30 - 14:00,94,137
FUENGIROLA_1400_1430,54516,FUENGIROLA,MÁLAGA,14:00 - 14:30,263,67
FUENGIROLA_1430_1500,54516,FUENGIROLA,MÁLAGA,14:30 - 15:00,82,205
FUENGIROLA_1500_1530,54516,FUENGIROLA,MÁLAGA,15:00 - 15:30,210,54
FUENGIROLA_1530_1600,54516,FUENGIROLA,MÁLAGA,15:30 - 16:00,90,100
FUENGIROLA_1600_1630,54516,FUENGIROLA,MÁLAGA,16:00 - 16:30,202,131
FUENGIROLA_1630_1700,54516,FUENGIROLA,MÁLAGA,16:30 - 17:00,62,194
FUENGIROLA_1700_1730,54516,FUENGIROLA,MÁLAGA,17:00 - 17:30,148,56
FUENGIROLA_1730_1800,54516,FUENGIROLA,MÁLAGA,17:30 - 18:00,43,133
FUENGIROLA_1800_1830,54516,FUENGIROLA,MÁLAGA,18:00 - 18:30,140,73
FUENGIROLA_1830_1900,54516,FUENGIROLA,MÁLAGA,18:30 - 19:00,43,133
FUENGIROLA_1900_1930,54516,FUENGIROLA,MÁLAGA,19:00 - 19:30,101,58
FUENGIROLA_1930_2000,54516,FUENGIROLA,MÁLAGA,19:30 - 20:00,35,108
FUENGIROLA_2000_2030,54516,FUENGIROLA,MÁLAGA,20:00 - 20:30,104,53
FUENGIROLA_2030_2100,54516,FUENGIROLA,MÁLAGA,20:30 - 21:00,41,115
FUENGIROLA_2100_2130,54516,FUENGIROLA,MÁLAGA,21:00 - 21:30,69,35
FUENGIROLA_2130_2200,54516,FUENGIROLA,MÁLAGA,21:30 - 22:00,18,111
FUENGIROLA_2200_2230,54516,FUENGIROLA,MÁLAGA,22:00 - 22:30,58,27
FUENGIROLA_2230_2300,54516,FUENGIROLA,MÁLAGA,22:30 - 23:00,43,47
FUENGIROLA_2300_2330,54516,FUENGIROLA,MÁLAGA,23:00 - 23:30,15,29
FUENGIROLA_2330_0000,54516,FUENGIROLA,MÁLAGA,23:30 - 00:00,12,40
MALAGA-CENTRO_ALAMEDA_0000_0030,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,00:00 - 00:30,0,42
MALAGA-CENTRO_ALAMEDA_0030_0100,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,00:30 - 01:00,0,13
MALAGA-CENTRO_ALAMEDA_0500_0530,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,05:00 - 05:30,18,0
MALAGA-CENTRO_ALAMEDA_0530_0600,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,05:30 - 06:00,22,0
MALAGA-CENTRO_ALAMEDA_0600_0630,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,06:00 - 06:30,18,0
MALAGA-CENTRO_ALAMEDA_0630_0700,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,06:30 - 07:00,26,36
MALAGA-CENTRO_ALAMEDA_0700_0730,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,07:00 - 07:30,92,49
MALAGA-CENTRO_ALAMEDA_0730_0800,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,07:30 - 08:00,39,98
MALAGA-CENTRO_ALAMEDA_0800_0830,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,08:00 - 08:30,65,151
MALAGA-CENTRO_ALAMEDA_0830_0900,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,08:30 - 09:00,90,260
MALAGA-CENTRO_ALAMEDA_0900_0930,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,09:00 - 09:30,83,253
MALAGA-CENTRO_ALAMEDA_0930_1000,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,09:30 - 10:00,39,211
MALAGA-CENTRO_ALAMEDA_1000_1030,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,10:00 - 10:30,85,209
MALAGA-CENTRO_ALAMEDA_1030_1100,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,10:30 - 11:00,55,135
MALAGA-CENTRO_ALAMEDA_1100_1130,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,11:00 - 11:30,84,312
MALAGA-CENTRO_ALAMEDA_1130_1200,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,11:30 - 12:00,93,98
MALAGA-CENTRO_ALAMEDA_1200_1230,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,12:00 - 12:30,139,206
MALAGA-CENTRO_ALAMEDA_1230_1300,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,12:30 - 13:00,71,110
MALAGA-CENTRO_ALAMEDA_1300_1330,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,13:00 - 13:30,84,166
MALAGA-CENTRO_ALAMEDA_1330_1400,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,13:30 - 14:00,219,75
MALAGA-CENTRO_ALAMEDA_1400_1430,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,14:00 - 14:30,301,175
MALAGA-CENTRO_ALAMEDA_1430_1500,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,14:30 - 15:00,152,98
MALAGA-CENTRO_ALAMEDA_1500_1530,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,15:00 - 15:30,213,160
MALAGA-CENTRO_ALAMEDA_1530_1600,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,15:30 - 16:00,135,62
MALAGA-CENTRO_ALAMEDA_1600_1630,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,16:00 - 16:30,178,130
MALAGA-CENTRO_ALAMEDA_1630_1700,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,16:30 - 17:00,79,100
MALAGA-CENTRO_ALAMEDA_1700_1730,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,17:00 - 17:30,195,120
MALAGA-CENTRO_ALAMEDA_1730_1800,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,17:30 - 18:00,104,83
MALAGA-CENTRO_ALAMEDA_1800_1830,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,18:00 - 18:30,118,98
MALAGA-CENTRO_ALAMEDA_1830_1900,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,18:30 - 19:00,223,70
MALAGA-CENTRO_ALAMEDA_1900_1930,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,19:00 - 19:30,136,100
MALAGA-CENTRO_ALAMEDA_1930_2000,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,19:30 - 20:00,106,52
MALAGA-CENTRO_ALAMEDA_2000_2030,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,20:00 - 20:30,115,66
MALAGA-CENTRO_ALAMEDA_2030_2100,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,20:30 - 21:00,120,27
MALAGA-CENTRO_ALAMEDA_2100_2130,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,21:00 - 21:30,127,70
MALAGA-CENTRO_ALAMEDA_2130_2200,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,21:30 - 22:00,16,18
MALAGA-CENTRO_ALAMEDA_2200_2230,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,22:00 - 22:30,101,31
MALAGA-CENTRO_ALAMEDA_2230_2300,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,22:30 - 23:00,0,21
MALAGA-CENTRO_ALAMEDA_2300_2330,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,23:00 - 23:30,40,12
MALAGA-CENTRO_ALAMEDA_2330_0000,54517,MALAGA-CENTRO ALAMEDA,MÁLAGA,23:30 - 00:00,0,22
LOS_ALAMOS_0000_0030,54518,LOS ALAMOS,MÁLAGA,00:00 - 00:30,1,0
LOS_ALAMOS_0030_0100,54518,LOS ALAMOS,MÁLAGA,00:30 - 01:00,0,1
LOS_ALAMOS_0530_0600,54518,LOS ALAMOS,MÁLAGA,05:30 - 06:00,0,1
LOS_ALAMOS_0600_0630,54518,LOS ALAMOS,MÁLAGA,06:00 - 06:30,0,1
LOS_ALAMOS_0630_0700,54518,LOS ALAMOS,MÁLAGA,06:30 - 07:00,2,2
LOS_ALAMOS_0700_0730,54518,LOS ALAMOS,MÁLAGA,07:00 - 07:30,6,6
LOS_ALAMOS_0730_0800,54518,LOS ALAMOS,MÁLAGA,07:30 - 08:00,4,7
LOS_ALAMOS_0800_0830,54518,LOS ALAMOS,MÁLAGA,08:00 - 08:30,21,22
LOS_ALAMOS_0830_0900,54518,LOS ALAMOS,MÁLAGA,08:30 - 09:00,13,10
LOS_ALAMOS_0900_0930,54518,LOS ALAMOS,MÁLAGA,09:00 - 09:30,17,5
LOS_ALAMOS_0930_1000,54518,LOS ALAMOS,MÁLAGA,09:30 - 10:00,13,5
LOS_ALAMOS_1000_1030,54518,LOS ALAMOS,MÁLAGA,10:00 - 10:30,17,4
LOS_ALAMOS_1030_1100,54518,LOS ALAMOS,MÁLAGA,10:30 - 11:00,11,3
LOS_ALAMOS_1100_1130,54518,LOS ALAMOS,MÁLAGA,11:00 - 11:30,26,14
LOS_ALAMOS_1130_1200,54518,LOS ALAMOS,MÁLAGA,11:30 - 12:00,10,2
LOS_ALAMOS_1200_1230,54518,LOS ALAMOS,MÁLAGA,12:00 - 12:30,17,10
LOS_ALAMOS_1230_1300,54518,LOS ALAMOS,MÁLAGA,12:30 - 13:00,8,7
LOS_ALAMOS_1300_1330,54518,LOS ALAMOS,MÁLAGA,13:00 - 13:30,14,25
LOS_ALAMOS_1330_1400,54518,LOS ALAMOS,MÁLAGA,13:30 - 14:00,10,7
LOS_ALAMOS_1400_1430,54518,LOS ALAMOS,MÁLAGA,14:00 - 14:30,10,24
LOS_ALAMOS_1430_1500,54518,LOS ALAMOS,MÁLAGA,14:30 - 15:00,17,14
LOS_ALAMOS_1500_1530,54518,LOS ALAMOS,MÁLAGA,15:00 - 15:30,12,22
LOS_ALAMOS_1530_1600,54518,LOS ALAMOS,MÁLAGA,15:30 - 16:00,6,3
LOS_ALAMOS_1600_1630,54518,LOS ALAMOS,MÁLAGA,16:00 - 16:30,19,23
LOS_ALAMOS_1630_1700,54518,LOS ALAMOS,MÁLAGA,16:30 - 17:00,2,7
LOS_ALAMOS_1700_1730,54518,LOS ALAMOS,MÁLAGA,17:00 - 17:30,18,9
LOS_ALAMOS_1730_1800,54518,LOS ALAMOS,MÁLAGA,17:30 - 18:00,4,6
LOS_ALAMOS_1800_1830,54518,LOS ALAMOS,MÁLAGA,18:00 - 18:30,17,19
LOS_ALAMOS_1830_1900,54518,LOS ALAMOS,MÁLAGA,18:30 - 19:00,3,15
LOS_ALAMOS_1900_1930,54518,LOS ALAMOS,MÁLAGA,19:00 - 19:30,13,11
LOS_ALAMOS_1930_2000,54518,LOS ALAMOS,MÁLAGA,19:30 - 20:00,2,11
LOS_ALAMOS_2000_2030,54518,LOS ALAMOS,MÁLAGA,20:00 - 20:30,13,11
LOS_ALAMOS_2030_2100,54518,LOS ALAMOS,MÁLAGA,20:30 - 21:00,3,9
LOS_ALAMOS_2100_2130,54518,LOS ALAMOS,MÁLAGA,21:00 - 21:30,1,13
LOS_ALAMOS_2130_2200,54518,LOS ALAMOS,MÁLAGA,21:30 - 22:00,0,4
LOS_ALAMOS_2200_2230,54518,LOS ALAMOS,MÁLAGA,22:00 - 22:30,0,6
LOS_ALAMOS_2230_2300,54518,LOS ALAMOS,MÁLAGA,22:30 - 23:00,6,7
LOS_ALAMOS_2300_2330,54518,LOS ALAMOS,MÁLAGA,23:00 - 23:30,0,4
LOS_ALAMOS_2330_0000,54518,LOS ALAMOS,MÁLAGA,23:30 - 00:00,0,1
MONTEMAR_ALTO_0000_0030,54519,MONTEMAR ALTO,MÁLAGA,00:00 - 00:30,0,2
MONTEMAR_ALTO_0030_0100,54519,MONTEMAR ALTO,MÁLAGA,00:30 - 01:00,1,4
MONTEMAR_ALTO_0530_0600,54519,MONTEMAR ALTO,MÁLAGA,05:30 - 06:00,0,0
MONTEMAR_ALTO_0600_0630,54519,MONTEMAR ALTO,MÁLAGA,06:00 - 06:30,1,0
MONTEMAR_ALTO_0630_0700,54519,MONTEMAR ALTO,MÁLAGA,06:30 - 07:00,11,3
MONTEMAR_ALTO_0700_0730,54519,MONTEMAR ALTO,MÁLAGA,07:00 - 07:30,20,5
MONTEMAR_ALTO_0730_0800,54519,MONTEMAR ALTO,MÁLAGA,07:30 - 08:00,40,11
MONTEMAR_ALTO_0800_0830,54519,MONTEMAR ALTO,MÁLAGA,08:00 - 08:30,42,59
MONTEMAR_ALTO_0830_0900,54519,MONTEMAR ALTO,MÁLAGA,08:30 - 09:00,39,26
MONTEMAR_ALTO_0900_0930,54519,MONTEMAR ALTO,MÁLAGA,09:00 - 09:30,48,18
MONTEMAR_ALTO_0930_1000,54519,MONTEMAR ALTO,MÁLAGA,09:30 - 10:00,24,19
MONTEMAR_ALTO_1000_1030,54519,MONTEMAR ALTO,MÁLAGA,10:00 - 10:30,21,26
MONTEMAR_ALTO_1030_1100,54519,MONTEMAR ALTO,MÁLAGA,10:30 - 11:00,51,6
MONTEMAR_ALTO_1100_1130,54519,MONTEMAR ALTO,MÁLAGA,11:00 - 11:30,18,16
MONTEMAR_ALTO_1130_1200,54519,MONTEMAR ALTO,MÁLAGA,11:30 - 12:00,12,31
MONTEMAR_ALTO_1200_1230,54519,MONTEMAR ALTO,MÁLAGA,12:00 - 12:30,25,18
MONTEMAR_ALTO_1230_1300,54519,MONTEMAR ALTO,MÁLAGA,12:30 - 13:00,11,18
MONTEMAR_ALTO_1300_1330,54519,MONTEMAR ALTO,MÁLAGA,13:00 - 13:30,26,23
MONTEMAR_ALTO_1330_1400,54519,MONTEMAR ALTO,MÁLAGA,13:30 - 14:00,14,33
MONTEMAR_ALTO_1400_1430,54519,MONTEMAR ALTO,MÁLAGA,14:00 - 14:30,28,32
MONTEMAR_ALTO_1430_1500,54519,MONTEMAR ALTO,MÁLAGA,14:30 - 15:00,31,59
MONTEMAR_ALTO_1500_1530,54519,MONTEMAR ALTO,MÁLAGA,15:00 - 15:30,60,35
MONTEMAR_ALTO_1530_1600,54519,MONTEMAR ALTO,MÁLAGA,15:30 - 16:00,24,39
MONTEMAR_ALTO_1600_1630,54519,MONTEMAR ALTO,MÁLAGA,16:00 - 16:30,38,20
MONTEMAR_ALTO_1630_1700,54519,MONTEMAR ALTO,MÁLAGA,16:30 - 17:00,12,27
MONTEMAR_ALTO_1700_1730,54519,MONTEMAR ALTO,MÁLAGA,17:00 - 17:30,26,32
MONTEMAR_ALTO_1730_1800,54519,MONTEMAR ALTO,MÁLAGA,17:30 - 18:00,27,47
MONTEMAR_ALTO_1800_1830,54519,MONTEMAR ALTO,MÁLAGA,18:00 - 18:30,23,24
MONTEMAR_ALTO_1830_1900,54519,MONTEMAR ALTO,MÁLAGA,18:30 - 19:00,16,45
MONTEMAR_ALTO_1900_1930,54519,MONTEMAR ALTO,MÁLAGA,19:00 - 19:30,18,24
MONTEMAR_ALTO_1930_2000,54519,MONTEMAR ALTO,MÁLAGA,19:30 - 20:00,22,50
MONTEMAR_ALTO_2000_2030,54519,MONTEMAR ALTO,MÁLAGA,20:00 - 20:30,9,20
MONTEMAR_ALTO_2030_2100,54519,MONTEMAR ALTO,MÁLAGA,20:30 - 21:00,10,27
MONTEMAR_ALTO_2100_2130,54519,MONTEMAR ALTO,MÁLAGA,21:00 - 21:30,12,17
MONTEMAR_ALTO_2130_2200,54519,MONTEMAR ALTO,MÁLAGA,21:30 - 22:00,7,26
MONTEMAR_ALTO_2200_2230,54519,MONTEMAR ALTO,MÁLAGA,22:00 - 22:30,17,15
MONTEMAR_ALTO_2230_2300,54519,MONTEMAR ALTO,MÁLAGA,22:30 - 23:00,7,5
MONTEMAR_ALTO_2300_2330,54519,MONTEMAR ALTO,MÁLAGA,23:00 - 23:30,7,7
MONTEMAR_ALTO_2330_0000,54519,MONTEMAR ALTO,MÁLAGA,23:30 - 00:00,1,6
PLAZA_MAYOR_0000_0030,54520,PLAZA MAYOR,MÁLAGA,00:00 - 00:30,4,0
PLAZA_MAYOR_0030_0100,54520,PLAZA MAYOR,MÁLAGA,00:30 - 01:00,4,0
PLAZA_MAYOR_0530_0600,54520,PLAZA MAYOR,MÁLAGA,05:30 - 06:00,0,1
PLAZA_MAYOR_0600_0630,54520,PLAZA MAYOR,MÁLAGA,06:00 - 06:30,0,0
PLAZA_MAYOR_0630_0700,54520,PLAZA MAYOR,MÁLAGA,06:30 - 07:00,7,9
PLAZA_MAYOR_0700_0730,54520,PLAZA MAYOR,MÁLAGA,07:00 - 07:30,9,14
PLAZA_MAYOR_0730_0800,54520,PLAZA MAYOR,MÁLAGA,07:30 - 08:00,40,10
PLAZA_MAYOR_0800_0830,54520,PLAZA MAYOR,MÁLAGA,08:00 - 08:30,34,10
PLAZA_MAYOR_0830_0900,54520,PLAZA MAYOR,MÁLAGA,08:30 - 09:00,18,17
PLAZA_MAYOR_0900_0930,54520,PLAZA MAYOR,MÁLAGA,09:00 - 09:30,25,14
PLAZA_MAYOR_0930_1000,54520,PLAZA MAYOR,MÁLAGA,09:30 - 10:00,13,20
PLAZA_MAYOR_1000_1030,54520,PLAZA MAYOR,MÁLAGA,10:00 - 10:30,24,26
PLAZA_MAYOR_1030_1100,54520,PLAZA MAYOR,MÁLAGA,10:30 - 11:00,26,19
PLAZA_MAYOR_1100_1130,54520,PLAZA MAYOR,MÁLAGA,11:00 - 11:30,26,38
PLAZA_MAYOR_1130_1200,54520,PLAZA MAYOR,MÁLAGA,11:30 - 12:00,24,38
PLAZA_MAYOR_1200_1230,54520,PLAZA MAYOR,MÁLAGA,12:00 - 12:30,40,29
PLAZA_MAYOR_1230_1300,54520,PLAZA MAYOR,MÁLAGA,12:30 - 13:00,17,25
PLAZA_MAYOR_1300_1330,54520,PLAZA MAYOR,MÁLAGA,13:00 - 13:30,31,49
PLAZA_MAYOR_1330_1400,54520,PLAZA MAYOR,MÁLAGA,13:30 - 14:00,24,14
PLAZA_MAYOR_1400_1430,54520,PLAZA MAYOR,MÁLAGA,14:00 - 14:30,31,48
PLAZA_MAYOR_1430_1500,54520,PLAZA MAYOR,MÁLAGA,14:30 - 15:00,51,48
PLAZA_MAYOR_1500_1530,54520,PLAZA MAYOR,MÁLAGA,15:00 - 15:30,47,44
PLAZA_MAYOR_1530_1600,54520,PLAZA MAYOR,MÁLAGA,15:30 - 16:00,37,36
PLAZA_MAYOR_1600_1630,54520,PLAZA MAYOR,MÁLAGA,16:00 - 16:30,54,42
PLAZA_MAYOR_1630_1700,54520,PLAZA MAYOR,MÁLAGA,16:30 - 17:00,16,23
PLAZA_MAYOR_1700_1730,54520,PLAZA MAYOR,MÁLAGA,17:00 - 17:30,41,53
PLAZA_MAYOR_1730_1800,54520,PLAZA MAYOR,MÁLAGA,17:30 - 18:00,21,23
PLAZA_MAYOR_1800_1830,54520,PLAZA MAYOR,MÁLAGA,18:00 - 18:30,40,62
PLAZA_MAYOR_1830_1900,54520,PLAZA MAYOR,MÁLAGA,18:30 - 19:00,30,38
PLAZA_MAYOR_1900_1930,54520,PLAZA MAYOR,MÁLAGA,19:00 - 19:30,36,35
PLAZA_MAYOR_1930_2000,54520,PLAZA MAYOR,MÁLAGA,19:30 - 20:00,38,18
PLAZA_MAYOR_2000_2030,54520,PLAZA MAYOR,MÁLAGA,20:00 - 20:30,33,33
PLAZA_MAYOR_2030_2100,54520,PLAZA MAYOR,MÁLAGA,20:30 - 21:00,17,9
PLAZA_MAYOR_2100_2130,54520,PLAZA MAYOR,MÁLAGA,21:00 - 21:30,24,20
PLAZA_MAYOR_2130_2200,54520,PLAZA MAYOR,MÁLAGA,21:30 - 22:00,24,6
PLAZA_MAYOR_2200_2230,54520,PLAZA MAYOR,MÁLAGA,22:00 - 22:30,16,3
PLAZA_MAYOR_2230_2300,54520,PLAZA MAYOR,MÁLAGA,22:30 - 23:00,9,10
PLAZA_MAYOR_2300_2330,54520,PLAZA MAYOR,MÁLAGA,23:00 - 23:30,5,5
PLAZA_MAYOR_2330_0000,54520,PLAZA MAYOR,MÁLAGA,23:30 - 00:00,8,2
